route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,avg_riders,day_count
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SAT.,3369.75,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SAT.,2257.25,4
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,SAT.,457.5,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SAT.,1974.5,4
77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SAT.,1057.25,4
79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SAT.,662.5,4
81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SAT.,874,4
82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SAT.,2662.75,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SAT.,1320.75,4
86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SAT.,2665.25,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SAT.,584,4
88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,SAT.,1806,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SAT.,126.75,4
91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SAT.,1937.25,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SAT.,1063.5,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SAT.,4455.5,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,799,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,426.25,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SAT.,621.75,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,SUN.,883.75,4
6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,SUN.,506.5,4
8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,SUN.,1013,4
11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,SUN.,139.25,4
12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,SUN.,724,4
13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,SUN.,838,4
14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,SUN.,345.25,4
15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,SUN.,468,4
16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,SUN.,1478.5,4
17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,SUN.,408.5,4
21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,SUN.,336.25,4
24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,SUN.,886.5,4
26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,SUN.,322.5,4
27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,SUN.,474.25,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,SUN.,1119.25,4
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,SUN.,592.25,4
38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,SUN.,144,4
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-02-01,201702,SUN.,173.25,4
41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,SUN.,310.25,4
43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,SUN.,251,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,SUN.,221.75,4
48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,SUN.,1141.25,4
51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,SUN.,3147,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,SUN.,1156.5,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,SUN.,464,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,SUN.,504.25,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,SUN.,647.5,4
58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,SUN.,184.75,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,SUN.,1228.75,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,SUN.,2313.5,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,SUN.,1929.75,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,SUN.,3218.25,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,SUN.,2585.25,4
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,SUN.,958.75,4
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,SUN.,605.75,4
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,242,4
69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,SUN.,244.25,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,SUN.,1986.25,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,SUN.,1340.75,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,SUN.,1970.25,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,SUN.,1522,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,SUN.,1258.75,4
77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,687,4
79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,SUN.,356.75,4
81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,559.5,4
82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,SUN.,1772.75,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,SUN.,826.25,4
86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,SUN.,1720.5,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,SUN.,253.75,4
88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,SUN.,1247.25,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,SUN.,130.5,4
91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,SUN.,1174.25,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,SUN.,588.5,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,SUN.,3180.5,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,593,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,SUN.,362.75,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-02-01,201702,WEEKDAY,1638,20
2,002,2 - MOUNT ROYAL,Ross,Bus,2017-02-01,201702,WEEKDAY,1037.75,20
4,004,4 - TROY HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,702.2,20
6,006,6 - SPRING HILL,Ross,Bus,2017-02-01,201702,WEEKDAY,1241.1,20
7,007,7 - SPRING GARDEN,Ross,Bus,2017-02-01,201702,WEEKDAY,135.8,20
8,008,8 - PERRYSVILLE,Ross,Bus,2017-02-01,201702,WEEKDAY,3379.6,20
11,011,11 - FINEVIEW,Ross,Bus,2017-02-01,201702,WEEKDAY,534.25,20
12,012,12 - MCKNIGHT,Ross,Bus,2017-02-01,201702,WEEKDAY,935.2,20
13,013,13 - BELLEVUE,Ross,Bus,2017-02-01,201702,WEEKDAY,2153.25,20
14,014,14 - OHIO VALLEY,Ross,Bus,2017-02-01,201702,WEEKDAY,1232.9,20
15,015,15 - CHARLES,Ross,Bus,2017-02-01,201702,WEEKDAY,1097.45,20
16,016,16 - BRIGHTON,Ross,Bus,2017-02-01,201702,WEEKDAY,3971.35,20
17,017,17 - SHADELAND,Ross,Bus,2017-02-01,201702,WEEKDAY,1203.9,20
18,018,18 - MANCHESTER,Ross,Bus,2017-02-01,201702,WEEKDAY,103.9,20
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-02-01,201702,WEEKDAY,658.05,20
20,020,20 - KENNEDY,Collier,Bus,2017-02-01,201702,WEEKDAY,589.95,20
21,021,21 - CORAOPOLIS,Collier,Bus,2017-02-01,201702,WEEKDAY,1260.65,20
22,022,22 - MCCOY,Collier,Bus,2017-02-01,201702,WEEKDAY,801.25,20
24,024,24 - WEST PARK,Collier,Bus,2017-02-01,201702,WEEKDAY,1647.65,20
26,026,26 - CHARTIERS,Collier,Bus,2017-02-01,201702,WEEKDAY,1028.25,20
27,027,27 - FAIRYWOOD,Collier,Bus,2017-02-01,201702,WEEKDAY,1179.8,20
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1691.9,20
29,029,29 - ROBINSON,Collier,Bus,2017-02-01,201702,WEEKDAY,871.75,20
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1605.75,20
36,036,36 - BANKSVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,574.6,20
38,038,38 - GREEN TREE,Collier,Bus,2017-02-01,201702,WEEKDAY,2493.85,20
39,039,39 - BROOKLINE,Collier,Bus,2017-02-01,201702,WEEKDAY,1547.2,20
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-02-01,201702,WEEKDAY,601.65,20
41,041,41 - BOWER HILL,Collier,Bus,2017-02-01,201702,WEEKDAY,1784.75,20
43,043,43 - BAILEY,Collier,Bus,2017-02-01,201702,WEEKDAY,735.55,20
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-02-01,201702,WEEKDAY,1059.95,20
48,048,48 - ARLINGTON,Collier,Bus,2017-02-01,201702,WEEKDAY,3111.35,20
51,051,51 - CARRICK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,7996.8,20
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,740.1,20
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,433.1,20
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1373.35,20
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-02-01,201702,WEEKDAY,4074,20
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,901.4,20
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1714.9,20
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1272.75,20
58,058,58 - GREENFIELD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1228.5,20
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1949.65,20
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,514.75,20
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5078.95,20
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,4687.7,20
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,6589.4,20
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,5781.8,20
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1602.4,20
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,428.45,20
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2269.3,20
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,283.35,20
69,069,69 - TRAFFORD,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1810.8,20
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,91.65,20
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6214.45,20
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-02-01,201702,WEEKDAY,5171.45,20
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-02-01,201702,WEEKDAY,6082.5,20
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4987.15,20
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1002.6,20
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3259.45,20
77,077,77 - PENN HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2325.05,20
78,078,78 - OAKMONT,East Liberty,Bus,2017-02-01,201702,WEEKDAY,123.3,20
79,079,79 - EAST HILLS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1013.55,20
81,081,81 - OAK HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1704.55,20
82,082,82 - LINCOLN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,4010.45,20
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,2367.5,20
86,086,86 - LIBERTY,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2908.15,20
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2857,20
88,088,88 - PENN,East Liberty,Bus,2017-02-01,201702,WEEKDAY,3192,20
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,399.8,20
91,091,91 - BUTLER STREET,Ross,Bus,2017-02-01,201702,WEEKDAY,4416.85,20
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1794.15,20
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-02-01,201702,WEEKDAY,3854.55,20
G3,G3,G3 - MOON FLYER,Collier,Bus,2017-02-01,201702,WEEKDAY,963.95,20
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-02-01,201702,WEEKDAY,643.15,20
O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,1241.95,20
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,1440.45,20
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-02-01,201702,WEEKDAY,119.1,20
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-02-01,201702,WEEKDAY,10030.1,20
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,717.2,20
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1187.6,20
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-02-01,201702,WEEKDAY,273.25,20
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1002.75,20
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,389.4,20
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-02-01,201702,WEEKDAY,1538.25,20
P3,P3,P3 - EAST BUSWAY-OAKLAND,East Liberty,Bus,2017-02-01,201702,WEEKDAY,2992.6,20
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,454.2,20
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,891,20
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,263.1,20
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,746.5,20
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,672.6,20
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1084.9,20
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-02-01,201702,WEEKDAY,990.7,20
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,766.4,20
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,308.25,20
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1762.5,20
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1052.45,20
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-02-01,201702,WEEKDAY,1290.55,20
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,SAT.,1749,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,SAT.,1116,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-02-01,201702,SAT.,5488.25,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,SUN.,851,4
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,SUN.,650,4
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-02-01,201702,SUN.,3068,4
BLLB,BLLB,BLUE LINE - LIBRARY,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,6478,20
BLSV,BLSV,BLUE LINE - SOUTH HILLS VILLAGE,South Hills Village,Light Rail,2017-02-01,201702,WEEKDAY,8963,20
RED,RED,RED - Castle Shannon via Beechview,South Hills Village,Rail,2017-02-01,201702,WEEKDAY,10363.7,20
MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,SAT.,2475.5,4
MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,SUN.,1434,4
MI,000,MONONGAHELA INCLINE,Incline,Incline,2017-02-01,201702,WEEKDAY,960.5,20
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,SAT.,1178.25,4
4,004,4 - TROY HILL,Ross,Bus,2017-03-01,201703,SAT.,226.5,4
6,006,6 - SPRING HILL,Ross,Bus,2017-03-01,201703,SAT.,511,4
8,008,8 - PERRYSVILLE,Ross,Bus,2017-03-01,201703,SAT.,1601,4
11,011,11 - FINEVIEW,Ross,Bus,2017-03-01,201703,SAT.,215,4
12,012,12 - MCKNIGHT,Ross,Bus,2017-03-01,201703,SAT.,1038,4
13,013,13 - BELLEVUE,Ross,Bus,2017-03-01,201703,SAT.,1344.5,4
14,014,14 - OHIO VALLEY,Ross,Bus,2017-03-01,201703,SAT.,531.5,4
15,015,15 - CHARLES,Ross,Bus,2017-03-01,201703,SAT.,617.75,4
16,016,16 - BRIGHTON,Ross,Bus,2017-03-01,201703,SAT.,1888.25,4
17,017,17 - SHADELAND,Ross,Bus,2017-03-01,201703,SAT.,429,4
21,021,21 - CORAOPOLIS,Collier,Bus,2017-03-01,201703,SAT.,523,4
22,022,22 - MCCOY,Collier,Bus,2017-03-01,201703,SAT.,405.5,4
24,024,24 - WEST PARK,Collier,Bus,2017-03-01,201703,SAT.,1112.75,4
26,026,26 - CHARTIERS,Collier,Bus,2017-03-01,201703,SAT.,519,4
27,027,27 - FAIRYWOOD,Collier,Bus,2017-03-01,201703,SAT.,525.25,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-03-01,201703,SAT.,1395.75,4
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-03-01,201703,SAT.,747.75,4
38,038,38 - GREEN TREE,Collier,Bus,2017-03-01,201703,SAT.,298.75,4
39,039,39 - BROOKLINE,Collier,Bus,2017-03-01,201703,SAT.,199,4
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-03-01,201703,SAT.,199,4
41,041,41 - BOWER HILL,Collier,Bus,2017-03-01,201703,SAT.,462,4
43,043,43 - BAILEY,Collier,Bus,2017-03-01,201703,SAT.,306.5,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-03-01,201703,SAT.,281.75,4
48,048,48 - ARLINGTON,Collier,Bus,2017-03-01,201703,SAT.,1810.5,4
51,051,51 - CARRICK,West Mifflin,Bus,2017-03-01,201703,SAT.,4623,4
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-03-01,201703,SAT.,274,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-03-01,201703,SAT.,2053.75,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-03-01,201703,SAT.,619.5,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-03-01,201703,SAT.,573,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-03-01,201703,SAT.,791.25,4
58,058,58 - GREENFIELD,East Liberty,Bus,2017-03-01,201703,SAT.,366.25,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-03-01,201703,SAT.,1706,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-03-01,201703,SAT.,2920,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-03-01,201703,SAT.,2528,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-03-01,201703,SAT.,3654.5,4
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-03-01,201703,SAT.,3161.5,4
64,064,64 - LAWRENCEVILLE - WATERFRONT,West Mifflin,Bus,2017-03-01,201703,SAT.,1420.5,4
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-03-01,201703,SAT.,827.5,4
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,406.5,4
69,069,69 - TRAFFORD,East Liberty,Bus,2017-03-01,201703,SAT.,297.25,4
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-03-01,201703,SAT.,2437.25,4
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-03-01,201703,SAT.,1979.25,4
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-03-01,201703,SAT.,2685.25,4
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-03-01,201703,SAT.,1752.75,4
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-03-01,201703,SAT.,453.5,4
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-03-01,201703,SAT.,1438,4
77,077,77 - PENN HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,865,4
79,079,79 - EAST HILLS,East Liberty,Bus,2017-03-01,201703,SAT.,574,4
81,081,81 - OAK HILL,West Mifflin,Bus,2017-03-01,201703,SAT.,735.5,4
82,082,82 - LINCOLN,East Liberty,Bus,2017-03-01,201703,SAT.,2228.25,4
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-03-01,201703,SAT.,1300,4
86,086,86 - LIBERTY,East Liberty,Bus,2017-03-01,201703,SAT.,2344,4
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-03-01,201703,SAT.,505.75,4
88,088,88 - PENN,East Liberty,Bus,2017-03-01,201703,SAT.,1474.75,4
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-03-01,201703,SAT.,190.5,4
91,091,91 - BUTLER STREET,Ross,Bus,2017-03-01,201703,SAT.,1870.25,4
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-03-01,201703,SAT.,944.5,4
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-03-01,201703,SAT.,3965,4
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,744.5,4
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,434,4
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-03-01,201703,SAT.,549.5,4
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-03-01,201703,SUN.,819.5,4
6,006,6 - SPRING HILL,Ross,Bus,2017-03-01,201703,SUN.,407.5,4
8,008,8 - PERRYSVILLE,Ross,Bus,2017-03-01,201703,SUN.,987.25,4
11,011,11 - FINEVIEW,Ross,Bus,2017-03-01,201703,SUN.,104.5,4
12,012,12 - MCKNIGHT,Ross,Bus,2017-03-01,201703,SUN.,650.25,4
13,013,13 - BELLEVUE,Ross,Bus,2017-03-01,201703,SUN.,747.25,4
14,014,14 - OHIO VALLEY,Ross,Bus,2017-03-01,201703,SUN.,312.5,4
15,015,15 - CHARLES,Ross,Bus,2017-03-01,201703,SUN.,426,4
16,016,16 - BRIGHTON,Ross,Bus,2017-03-01,201703,SUN.,1238.25,4
17,017,17 - SHADELAND,Ross,Bus,2017-03-01,201703,SUN.,328.75,4
21,021,21 - CORAOPOLIS,Collier,Bus,2017-03-01,201703,SUN.,267.25,4
24,024,24 - WEST PARK,Collier,Bus,2017-03-01,201703,SUN.,889,4
26,026,26 - CHARTIERS,Collier,Bus,2017-03-01,201703,SUN.,296.5,4
27,027,27 - FAIRYWOOD,Collier,Bus,2017-03-01,201703,SUN.,410,4
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-03-01,201703,SUN.,1258.5,4
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-03-01,201703,SUN.,565.5,4
38,038,38 - GREEN TREE,Collier,Bus,2017-03-01,201703,SUN.,158,4
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-03-01,201703,SUN.,147.75,4
41,041,41 - BOWER HILL,Collier,Bus,2017-03-01,201703,SUN.,283.5,4
43,043,43 - BAILEY,Collier,Bus,2017-03-01,201703,SUN.,248.75,4
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-03-01,201703,SUN.,213,4
48,048,48 - ARLINGTON,Collier,Bus,2017-03-01,201703,SUN.,1084.25,4
51,051,51 - CARRICK,West Mifflin,Bus,2017-03-01,201703,SUN.,2778.25,4
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-03-01,201703,SUN.,960.75,4
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-03-01,201703,SUN.,481.5,4
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-03-01,201703,SUN.,520.5,4
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-03-01,201703,SUN.,530.25,4
58,058,58 - GREENFIELD,East Liberty,Bus,2017-03-01,201703,SUN.,165.25,4
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-03-01,201703,SUN.,1120,4
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-03-01,201703,SUN.,2201,4
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-03-01,201703,SUN.,1809.5,4
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-03-01,201703,SUN.,2872.75,4
