route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-03-01,202003,SUN.,0.748,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2020-03-01,202003,WEEKDAY,0.766,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-03-01,201703,SAT.,0.7897,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-06-01,201706,SAT.,0.7679,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-09-01,201709,SAT.,0.6652,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-11-01,201711,SAT.,0.6667,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-03-01,201803,SAT.,0.7511,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-06-01,201806,SAT.,0.7273,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-09-01,201809,SAT.,0.7483,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2018-11-01,201811,SAT.,0.7054,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2018-11-01,201811,SAT.,0.8548,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2018-11-01,201811,SUN.,0.7932,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,0.8608,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2018-11-01,201811,SAT.,0.8352,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2018-11-01,201811,SUN.,0.8682,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2018-11-01,201811,WEEKDAY,0.8169,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2018-12-01,201812,SAT.,0.8887,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2018-12-01,201812,SUN.,0.8397,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2018-12-01,201812,WEEKDAY,0.8468,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2018-12-01,201812,SAT.,0.8519,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2018-12-01,201812,SUN.,0.7978,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2018-12-01,201812,WEEKDAY,0.8302,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-01-01,201901,SAT.,0.8484,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-01-01,201901,SUN.,0.8541,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-01-01,201901,WEEKDAY,0.8596,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-01-01,201901,SAT.,0.8583,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-01-01,201901,SUN.,0.8206,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-01-01,201901,WEEKDAY,0.8594,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-02-01,201902,SAT.,0.8687,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-02-01,201902,SUN.,0.8745,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-02-01,201902,WEEKDAY,0.8562,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-02-01,201902,SAT.,0.8468,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-02-01,201902,SUN.,0.8577,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-02-01,201902,WEEKDAY,0.8573,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-03-01,201903,SAT.,0.6947,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-03-01,201903,SAT.,0.888,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-03-01,201903,SUN.,0.8254,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-03-01,201903,WEEKDAY,0.8616,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-03-01,201903,SAT.,0.8408,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-03-01,201903,SUN.,0.7755,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-03-01,201903,WEEKDAY,0.8595,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-04-01,201904,SAT.,0.8322,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-04-01,201904,SUN.,0.8199,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-04-01,201904,WEEKDAY,0.8342,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-04-01,201904,SAT.,0.8208,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-04-01,201904,SUN.,0.7849,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-04-01,201904,WEEKDAY,0.813,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-05-01,201905,SAT.,0.7763,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-05-01,201905,SUN.,0.8143,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-05-01,201905,WEEKDAY,0.8255,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-05-01,201905,SAT.,0.8008,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-05-01,201905,SUN.,0.7942,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-05-01,201905,WEEKDAY,0.8196,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2019-06-01,201906,SAT.,0.6645,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-06-01,201906,SAT.,0.7771,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-06-01,201906,SUN.,0.8366,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-06-01,201906,WEEKDAY,0.8208,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-06-01,201906,SAT.,0.7475,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-06-01,201906,SUN.,0.8266,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-06-01,201906,WEEKDAY,0.8139,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-07-01,201907,SAT.,0.7874,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-07-01,201907,SUN.,0.8933,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-07-01,201907,WEEKDAY,0.8683,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-07-01,201907,SAT.,0.6739,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-07-01,201907,SUN.,0.8566,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-07-01,201907,WEEKDAY,0.7935,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-08-01,201908,SAT.,0.7052,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-08-01,201908,SUN.,0.8477,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-08-01,201908,WEEKDAY,0.7166,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-08-01,201908,SAT.,0.6433,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-08-01,201908,SUN.,0.8298,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-08-01,201908,WEEKDAY,0.6226,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-09-01,201909,SAT.,0.9212,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-09-01,201909,SUN.,0.9131,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-09-01,201909,WEEKDAY,0.915,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-09-01,201909,SAT.,0.8985,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-09-01,201909,SUN.,0.9057,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-09-01,201909,WEEKDAY,0.9165,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-10-01,201910,SAT.,0.8395,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-10-01,201910,SUN.,0.9501,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-10-01,201910,WEEKDAY,0.9204,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-10-01,201910,SAT.,0.8524,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-10-01,201910,SUN.,0.9061,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-10-01,201910,WEEKDAY,0.914,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-11-01,201911,SAT.,0.9397,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-11-01,201911,SUN.,0.8592,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-11-01,201911,WEEKDAY,0.9149,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-11-01,201911,SAT.,0.8785,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-11-01,201911,SUN.,0.8746,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-11-01,201911,WEEKDAY,0.9049,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-12-01,201912,SAT.,0.8961,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-12-01,201912,SUN.,0.9092,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2019-12-01,201912,WEEKDAY,0.9047,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-12-01,201912,SAT.,0.8799,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-12-01,201912,SUN.,0.891,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2019-12-01,201912,WEEKDAY,0.8857,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-01-01,202001,SAT.,0.8599,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-01-01,202001,SUN.,0.942,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-01-01,202001,WEEKDAY,0.8518,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-01-01,202001,SAT.,0.7992,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-01-01,202001,SUN.,0.8585,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-01-01,202001,WEEKDAY,0.832,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-02-01,202002,SAT.,0.9216,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-02-01,202002,SUN.,0.9427,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-02-01,202002,WEEKDAY,0.9155,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-02-01,202002,SAT.,0.9435,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-02-01,202002,SUN.,0.9283,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-02-01,202002,WEEKDAY,0.9126,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-03-01,202003,SAT.,0.9267,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-03-01,202003,SUN.,0.9184,Clever
BLUE,BLUE,BLUE - SouthHills Village via Overbrook,South Hills Village,Light Rail,2020-03-01,202003,WEEKDAY,0.9086,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-03-01,202003,SAT.,0.9275,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-03-01,202003,SUN.,0.9114,Clever
SLVR,SLVR,SLVR - Libary via Overbrook,South Hills Village,Light Rail,2020-03-01,202003,WEEKDAY,0.8972,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-04-01,202004,SAT.,0.6219,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-04-01,202004,SUN.,0.664,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7201,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-04-01,202004,SAT.,0.8305,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-04-01,202004,SUN.,0.7833,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2020-04-01,202004,WEEKDAY,0.6499,Clever
4,004,4 - TROY HILL,Ross,Bus,2020-04-01,202004,SAT.,0.7681,Clever
4,4,NA,NA,NA,2020-04-01,202004,SUN.,0,
4,004,4 - TROY HILL,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7606,Clever
6,006,6 - SPRING HILL,Ross,Bus,2020-04-01,202004,SAT.,0.8495,Clever
6,006,6 - SPRING HILL,Ross,Bus,2020-04-01,202004,SUN.,0.863,Clever
6,006,6 - SPRING HILL,Ross,Bus,2020-04-01,202004,WEEKDAY,0.829,Clever
7,7,NA,NA,NA,2020-04-01,202004,SAT.,0,
7,7,NA,NA,NA,2020-04-01,202004,SUN.,0,
7,007,7 - SPRING GARDEN,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7362,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2020-04-01,202004,SAT.,0.7355,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2020-04-01,202004,SUN.,0.7924,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7858,Clever
11,011,11 - FINEVIEW,Ross,Bus,2020-04-01,202004,SAT.,0.7762,Clever
11,011,11 - FINEVIEW,Ross,Bus,2020-04-01,202004,SUN.,0.9494,Clever
11,011,11 - FINEVIEW,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7765,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2020-04-01,202004,SAT.,0.6157,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2020-04-01,202004,SUN.,0.6745,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2020-04-01,202004,WEEKDAY,0.6772,Clever
13,013,13 - BELLEVUE,Ross,Bus,2020-04-01,202004,SAT.,0.7409,Clever
13,013,13 - BELLEVUE,Ross,Bus,2020-04-01,202004,SUN.,0.8083,Clever
13,013,13 - BELLEVUE,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7307,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2020-04-01,202004,SAT.,0.7745,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2020-04-01,202004,SUN.,0.846,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2020-04-01,202004,WEEKDAY,0.808,Clever
15,015,15 - CHARLES,Ross,Bus,2020-04-01,202004,SAT.,0.7958,Clever
15,015,15 - CHARLES,Ross,Bus,2020-04-01,202004,SUN.,0.6604,Clever
15,015,15 - CHARLES,Ross,Bus,2020-04-01,202004,WEEKDAY,0.7976,Clever
16,016,16 - BRIGHTON,Ross,Bus,2020-04-01,202004,SAT.,0.8253,Clever
16,016,16 - BRIGHTON,Ross,Bus,2020-04-01,202004,SUN.,0.7657,Clever
16,016,16 - BRIGHTON,Ross,Bus,2020-04-01,202004,WEEKDAY,0.8328,Clever
17,017,17 - SHADELAND,Ross,Bus,2020-04-01,202004,SAT.,0.7237,Clever
17,017,17 - SHADELAND,Ross,Bus,2020-04-01,202004,SUN.,0.6964,Clever
17,017,17 - SHADELAND,Ross,Bus,2020-04-01,202004,WEEKDAY,0.6557,Clever
18,18,NA,NA,NA,2020-04-01,202004,SAT.,0,
18,18,NA,NA,NA,2020-04-01,202004,SUN.,0,
18,018,18 - MANCHESTER,Ross,Bus,2020-04-01,202004,WEEKDAY,0.9105,Clever
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-04-01,202004,SAT.,0,
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-04-01,202004,SUN.,0,
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2020-04-01,202004,WEEKDAY,0.5454,Clever
20,20,NA,NA,NA,2020-04-01,202004,SAT.,0,
20,20,NA,NA,NA,2020-04-01,202004,SUN.,0,
20,020,20 - KENNEDY,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7802,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2020-04-01,202004,SAT.,0.7441,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2020-04-01,202004,SUN.,0.7286,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7412,Clever
22,022,22 - MCCOY,Collier,Bus,2020-04-01,202004,SAT.,0.7873,Clever
22,22,NA,NA,NA,2020-04-01,202004,SUN.,0,
22,022,22 - MCCOY,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7349,Clever
24,024,24 - WEST PARK,Collier,Bus,2020-04-01,202004,SAT.,0.7269,Clever
24,024,24 - WEST PARK,Collier,Bus,2020-04-01,202004,SUN.,0.7418,Clever
24,024,24 - WEST PARK,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7782,Clever
26,026,26 - CHARTIERS,Collier,Bus,2020-04-01,202004,SAT.,0.8071,Clever
26,026,26 - CHARTIERS,Collier,Bus,2020-04-01,202004,SUN.,0.8495,Clever
26,026,26 - CHARTIERS,Collier,Bus,2020-04-01,202004,WEEKDAY,0.8232,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2020-04-01,202004,SAT.,0.8283,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2020-04-01,202004,SUN.,0.8248,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7892,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-04-01,202004,SAT.,0.5541,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-04-01,202004,SUN.,0.5536,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2020-04-01,202004,WEEKDAY,0.671,Clever
29,29,NA,NA,NA,2020-04-01,202004,SAT.,0,
29,29,NA,NA,NA,2020-04-01,202004,SUN.,0,
29,029,29 - ROBINSON,Collier,Bus,2020-04-01,202004,WEEKDAY,0.6272,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-04-01,202004,SAT.,0.5641,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-04-01,202004,SUN.,0.7545,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2020-04-01,202004,WEEKDAY,0.6543,Clever
36,36,NA,NA,NA,2020-04-01,202004,SAT.,0,
36,36,NA,NA,NA,2020-04-01,202004,SUN.,0,
36,036,36 - BANKSVILLE,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7095,Clever
38,038,38 - GREEN TREE,Collier,Bus,2020-04-01,202004,SAT.,0.8183,Clever
38,038,38 - GREEN TREE,Collier,Bus,2020-04-01,202004,SUN.,0.7511,Clever
38,038,38 - GREEN TREE,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7274,Clever
39,039,39 - BROOKLINE,Collier,Bus,2020-04-01,202004,SAT.,0.8401,Clever
39,39,NA,NA,NA,2020-04-01,202004,SUN.,0,
39,039,39 - BROOKLINE,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7371,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-04-01,202004,SAT.,0.7098,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-04-01,202004,SUN.,0.842,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7863,Clever
41,041,41 - BOWER HILL,Collier,Bus,2020-04-01,202004,SAT.,0.817,Clever
41,041,41 - BOWER HILL,Collier,Bus,2020-04-01,202004,SUN.,0.7551,Clever
41,041,41 - BOWER HILL,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7622,Clever
43,043,43 - BAILEY,Collier,Bus,2020-04-01,202004,SAT.,0.7159,Clever
43,043,43 - BAILEY,Collier,Bus,2020-04-01,202004,SUN.,0.7443,Clever
43,043,43 - BAILEY,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7552,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-04-01,202004,SAT.,0.752,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-04-01,202004,SUN.,0.8086,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7511,Clever
48,048,48 - ARLINGTON,Collier,Bus,2020-04-01,202004,SAT.,0.7169,Clever
48,048,48 - ARLINGTON,Collier,Bus,2020-04-01,202004,SUN.,0.885,Clever
48,048,48 - ARLINGTON,Collier,Bus,2020-04-01,202004,WEEKDAY,0.7085,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2020-04-01,202004,SAT.,0.8339,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2020-04-01,202004,SUN.,0.7399,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7927,Clever
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-04-01,202004,SAT.,0,
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-04-01,202004,SUN.,0,
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.787,Clever
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-04-01,202004,SAT.,0,
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-04-01,202004,SUN.,0,
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.642,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-04-01,202004,SAT.,0.7814,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2020-04-01,202004,SUN.,0.8688,Clever
53,53,NA,NA,NA,2020-04-01,202004,WEEKDAY,0,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-04-01,202004,SAT.,0,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-04-01,202004,SUN.,0,
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7706,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-04-01,202004,SAT.,0.6905,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-04-01,202004,SUN.,0.6848,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2020-04-01,202004,WEEKDAY,0.6829,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-04-01,202004,SAT.,0.7747,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-04-01,202004,SUN.,0.7537,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.8173,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-04-01,202004,SAT.,0.6565,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-04-01,202004,SUN.,0.7303,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7064,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-04-01,202004,SAT.,0.7185,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-04-01,202004,SUN.,0.8692,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7587,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2020-04-01,202004,SAT.,0.6455,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2020-04-01,202004,SUN.,0.7665,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2020-04-01,202004,WEEKDAY,0.659,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-04-01,202004,SAT.,0.7191,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-04-01,202004,SUN.,0.7174,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7671,Clever
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-04-01,202004,SAT.,0.5644,Clever
60,60,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-04-01,202004,SUN.,0,
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7562,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-04-01,202004,SAT.,0.7631,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-04-01,202004,SUN.,0.7751,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2020-04-01,202004,WEEKDAY,0.7419,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2020-04-01,202004,SAT.,0.7456,Clever
