route,ridership_route_code,route_full_name,current_garage,mode,month_start,year_month,day_type,on_time_percent,data_source
41,041,41 - BOWER HILL,Collier,Bus,2017-08-01,201708,WEEKDAY,0.7017,Clever
41,041,41 - BOWER HILL,Collier,Bus,2017-08-01,201708,SAT.,0.7038,Clever
41,041,41 - BOWER HILL,Collier,Bus,2017-08-01,201708,SUN.,0.6033,Clever
43,043,43 - BAILEY,Collier,Bus,2017-08-01,201708,WEEKDAY,0.6148,Clever
43,043,43 - BAILEY,Collier,Bus,2017-08-01,201708,SAT.,0.4834,Clever
43,043,43 - BAILEY,Collier,Bus,2017-08-01,201708,SUN.,0.5843,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-08-01,201708,WEEKDAY,0.7945,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-08-01,201708,SAT.,0.7476,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-08-01,201708,SUN.,0.8201,Clever
48,048,48 - ARLINGTON,Collier,Bus,2017-08-01,201708,WEEKDAY,0.6534,Clever
48,048,48 - ARLINGTON,Collier,Bus,2017-08-01,201708,SAT.,0.5153,Clever
48,048,48 - ARLINGTON,Collier,Bus,2017-08-01,201708,SUN.,0.7408,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6617,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6016,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2017-08-01,201708,SUN.,0.5626,Clever
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6906,Clever
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6518,Clever
53,053,53 - HOMESTEAD PARK,West Mifflin,Bus,2017-08-01,201708,SAT.,0.7117,Clever
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6717,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-08-01,201708,WEEKDAY,0.6836,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-08-01,201708,SAT.,0.5909,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-08-01,201708,SUN.,0.6832,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.7887,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-08-01,201708,SAT.,0.7255,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-08-01,201708,SUN.,0.7842,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.657,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6619,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-08-01,201708,SUN.,0.8307,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6748,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6732,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6725,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6009,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2017-08-01,201708,SAT.,0.6772,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2017-08-01,201708,SUN.,0.6963,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6692,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6182,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6639,Clever
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.8369,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.5945,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-08-01,201708,SAT.,0.652,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6385,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.5999,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-08-01,201708,SAT.,0.678,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6756,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.5463,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-08-01,201708,SAT.,0.5386,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-08-01,201708,SUN.,0.4329,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6341,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6592,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6129,Clever
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.7037,Clever
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-08-01,201708,SAT.,0.6389,Clever
64,064,64 - LAWRENCEVILLE - WATERFRONT,East Liberty/West Mifflin,Bus,2017-08-01,201708,SUN.,0.7079,Clever
65,065,65 - SQUIRREL HILL,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6382,Clever
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6025,Clever
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-08-01,201708,SAT.,0.6566,Clever
67,067,67 - MONROEVILLE,East Liberty,Bus,2017-08-01,201708,SUN.,0.5,Clever
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.7617,Clever
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-08-01,201708,SAT.,0.6422,Clever
68,068,68 - BRADDOCK HILLS,East Liberty,Bus,2017-08-01,201708,SUN.,0.7183,Clever
69,069,69 - TRAFFORD,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5771,Clever
69,069,69 - TRAFFORD,East Liberty,Bus,2017-08-01,201708,SAT.,0.585,Clever
69,069,69 - TRAFFORD,East Liberty,Bus,2017-08-01,201708,SUN.,0.672,Clever
71,071,71 - EDGEWOOD TOWN CENTER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6563,Clever
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5894,Clever
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-08-01,201708,SAT.,0.6053,Clever
71A,071A,71A - NEGLEY,East Liberty,Bus,2017-08-01,201708,SUN.,0.6568,Clever
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6344,Clever
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-08-01,201708,SAT.,0.7179,Clever
71B,071B,71B - HIGHLAND PARK,East Liberty,Bus,2017-08-01,201708,SUN.,0.6215,Clever
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5283,Clever
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-08-01,201708,SAT.,0.6197,Clever
71C,071C,71C - POINT BREEZE,East Liberty,Bus,2017-08-01,201708,SUN.,0.5495,Clever
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5982,Clever
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-08-01,201708,SAT.,0.6551,Clever
71D,071D,71D - HAMILTON,East Liberty,Bus,2017-08-01,201708,SUN.,0.6062,Clever
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6947,Clever
74,074,74 - HOMEWOOD-SQUIRREL HILL,East Liberty,Bus,2017-08-01,201708,SAT.,0.5636,Clever
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6558,Clever
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-08-01,201708,SAT.,0.6306,Clever
75,075,75 - ELLSWORTH,East Liberty,Bus,2017-08-01,201708,SUN.,0.5605,Clever
77,077,77 - PENN HILLS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5738,Clever
77,077,77 - PENN HILLS,East Liberty,Bus,2017-08-01,201708,SAT.,0.5405,Clever
77,077,77 - PENN HILLS,East Liberty,Bus,2017-08-01,201708,SUN.,0.5373,Clever
78,078,78 - OAKMONT,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.7359,Clever
79,079,79 - EAST HILLS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6845,Clever
79,079,79 - EAST HILLS,East Liberty,Bus,2017-08-01,201708,SAT.,0.5961,Clever
79,079,79 - EAST HILLS,East Liberty,Bus,2017-08-01,201708,SUN.,0.577,Clever
81,081,81 - OAK HILL,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6405,Clever
81,081,81 - OAK HILL,West Mifflin,Bus,2017-08-01,201708,SAT.,0.5354,Clever
81,081,81 - OAK HILL,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6986,Clever
82,082,82 - LINCOLN,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5317,Clever
82,082,82 - LINCOLN,East Liberty,Bus,2017-08-01,201708,SAT.,0.5162,Clever
82,082,82 - LINCOLN,East Liberty,Bus,2017-08-01,201708,SUN.,0.6153,Clever
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6384,Clever
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6094,Clever
83,083,83 - BEDFORD HILL,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6573,Clever
86,086,86 - LIBERTY,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5667,Clever
86,086,86 - LIBERTY,East Liberty,Bus,2017-08-01,201708,SAT.,0.5296,Clever
86,086,86 - LIBERTY,East Liberty,Bus,2017-08-01,201708,SUN.,0.6164,Clever
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.7005,Clever
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-08-01,201708,SAT.,0.6944,Clever
87,087,87 - FRIENDSHIP,East Liberty,Bus,2017-08-01,201708,SUN.,0.6984,Clever
88,088,88 - PENN,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6193,Clever
88,088,88 - PENN,East Liberty,Bus,2017-08-01,201708,SAT.,0.6099,Clever
88,088,88 - PENN,East Liberty,Bus,2017-08-01,201708,SUN.,0.7756,Clever
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6754,Clever
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-08-01,201708,SAT.,0.6955,Clever
89,089,89 - GARFIELD COMMONS,East Liberty,Bus,2017-08-01,201708,SUN.,0.6254,Clever
91,091,91 - BUTLER STREET,Ross,Bus,2017-08-01,201708,WEEKDAY,0.6541,Clever
91,091,91 - BUTLER STREET,Ross,Bus,2017-08-01,201708,SAT.,0.732,Clever
91,091,91 - BUTLER STREET,Ross,Bus,2017-08-01,201708,SUN.,0.5342,Clever
93,093,93 - LAWRENCEVILLE - HAZELWOOD,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6755,Clever
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-08-01,201708,WEEKDAY,0.6686,Clever
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-08-01,201708,SAT.,0.6956,Clever
G2,G2,G2 - WEST BUSWAY,Collier,Bus,2017-08-01,201708,SUN.,0.8547,Clever
G3,G3,G3 - MOON FLYER,Collier,Bus,2017-08-01,201708,WEEKDAY,0.6681,Clever
G31,G31,G31 - BRIDGEVILLE FLYER,Collier,Bus,2017-08-01,201708,WEEKDAY,0.7207,Clever
O1,O1,O1 - ROSS FLYER,Ross,Bus,2017-08-01,201708,WEEKDAY,0.7166,Clever
O12,O12,O12 - MCKNIGHT FLYER,Ross,Bus,2017-08-01,201708,WEEKDAY,0.5992,Clever
O5,O5,O5 - THOMPSON RUN FLYER VIA 279,Ross,Bus,2017-08-01,201708,WEEKDAY,0.691,Clever
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.8197,Clever
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-08-01,201708,SAT.,0.7021,Clever
P1,P1,P1 - EAST BUSWAY-ALL STOPS,East Liberty,Bus,2017-08-01,201708,SUN.,0.7096,Clever
P10,P10,P10 - ALLEGHENY VALLEY FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5671,Clever
P12,P12,P12 - HOLIDAY PARK FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6588,Clever
P13,P13,P13 - MOUNT ROYAL FLYER,Ross,Bus,2017-08-01,201708,WEEKDAY,0.677,Clever
P16,P16,P16 - PENN HILLS FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6829,Clever
P17,P17,P17 - LINCOLN PARK FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6961,Clever
P2,P2,P2 - EAST BUSWAY SHORT,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.8406,Clever
P3,P3,P3 - EAST BUSWAY-OAKLAND,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.7992,Clever
P67,P67,P67 - MONROEVILLE FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6495,Clever
P68,P68,P68 - BRADDOCK HILLS FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6799,Clever
P69,P69,P69 - TRAFFORD FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6251,Clever
P7,P7,P7 - MCKEESPORT FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6171,Clever
P71,P71,P71 - SWISSVALE FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.6798,Clever
P76,P76,P76 - LINCOLN HIGHWAY FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.5643,Clever
P78,P78,P78 - OAKMONT FLYER,East Liberty,Bus,2017-08-01,201708,WEEKDAY,0.5655,Clever
Y1,Y1,Y1 - LARGE FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.7046,Clever
Y45,Y45,Y45 - BALDWIN MANOR FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6863,Clever
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.7143,Clever
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-08-01,201708,SAT.,0.606,Clever
Y46,Y46,Y46 - ELIZABETH FLYER,West Mifflin,Bus,2017-08-01,201708,SUN.,0.7034,Clever
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6049,Clever
Y47,Y47,Y47 - CURRY FLYER,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6841,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-08-01,201708,WEEKDAY,0.6785,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-08-01,201708,SAT.,0.6229,Clever
Y49,Y49,Y49 - PROSPECT FLYER,West Mifflin,Bus,2017-08-01,201708,SUN.,0.6171,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6019,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-09-01,201709,SAT.,0.5052,Clever
1,001,1 - FREEPORT ROAD,Ross,Bus,2017-09-01,201709,SUN.,0.4825,Clever
2,002,2 - MOUNT ROYAL,Ross,Bus,2017-09-01,201709,WEEKDAY,0.4611,Clever
4,004,4 - TROY HILL,Ross,Bus,2017-09-01,201709,WEEKDAY,0.5771,Clever
4,004,4 - TROY HILL,Ross,Bus,2017-09-01,201709,SAT.,0.6523,Clever
6,006,6 - SPRING HILL,Ross,Bus,2017-09-01,201709,WEEKDAY,0.773,Clever
6,006,6 - SPRING HILL,Ross,Bus,2017-09-01,201709,SAT.,0.5654,Clever
6,006,6 - SPRING HILL,Ross,Bus,2017-09-01,201709,SUN.,0.7276,Clever
7,007,7 - SPRING GARDEN,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6825,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2017-09-01,201709,WEEKDAY,0.7638,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2017-09-01,201709,SAT.,0.7184,Clever
8,008,8 - PERRYSVILLE,Ross,Bus,2017-09-01,201709,SUN.,0.7244,Clever
11,011,11 - FINEVIEW,Ross,Bus,2017-09-01,201709,WEEKDAY,0.7647,Clever
11,011,11 - FINEVIEW,Ross,Bus,2017-09-01,201709,SAT.,0.7527,Clever
11,011,11 - FINEVIEW,Ross,Bus,2017-09-01,201709,SUN.,0.7364,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6286,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2017-09-01,201709,SAT.,0.5245,Clever
12,012,12 - MCKNIGHT,Ross,Bus,2017-09-01,201709,SUN.,0.614,Clever
13,013,13 - BELLEVUE,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6132,Clever
13,013,13 - BELLEVUE,Ross,Bus,2017-09-01,201709,SAT.,0.6096,Clever
13,013,13 - BELLEVUE,Ross,Bus,2017-09-01,201709,SUN.,0.723,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2017-09-01,201709,WEEKDAY,0.7277,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2017-09-01,201709,SAT.,0.6928,Clever
14,014,14 - OHIO VALLEY,Ross,Bus,2017-09-01,201709,SUN.,0.7478,Clever
15,015,15 - CHARLES,Ross,Bus,2017-09-01,201709,WEEKDAY,0.7484,Clever
15,015,15 - CHARLES,Ross,Bus,2017-09-01,201709,SAT.,0.759,Clever
15,015,15 - CHARLES,Ross,Bus,2017-09-01,201709,SUN.,0.7514,Clever
16,016,16 - BRIGHTON,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6864,Clever
16,016,16 - BRIGHTON,Ross,Bus,2017-09-01,201709,SAT.,0.6181,Clever
16,016,16 - BRIGHTON,Ross,Bus,2017-09-01,201709,SUN.,0.6916,Clever
17,017,17 - SHADELAND,Ross,Bus,2017-09-01,201709,WEEKDAY,0.7149,Clever
17,017,17 - SHADELAND,Ross,Bus,2017-09-01,201709,SAT.,0.6871,Clever
17,017,17 - SHADELAND,Ross,Bus,2017-09-01,201709,SUN.,0.7075,Clever
18,018,18 - MANCHESTER,Ross,Bus,2017-09-01,201709,WEEKDAY,0.8114,Clever
19L,019L,19L - EMSWORTH LIMITED,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6682,Clever
20,020,20 - KENNEDY,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7262,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6648,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2017-09-01,201709,SAT.,0.6987,Clever
21,021,21 - CORAOPOLIS,Collier,Bus,2017-09-01,201709,SUN.,0.6243,Clever
22,022,22 - MCCOY,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7124,Clever
22,022,22 - MCCOY,Collier,Bus,2017-09-01,201709,SAT.,0.7742,Clever
24,024,24 - WEST PARK,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6684,Clever
24,024,24 - WEST PARK,Collier,Bus,2017-09-01,201709,SAT.,0.7008,Clever
24,024,24 - WEST PARK,Collier,Bus,2017-09-01,201709,SUN.,0.665,Clever
26,026,26 - CHARTIERS,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7708,Clever
26,026,26 - CHARTIERS,Collier,Bus,2017-09-01,201709,SAT.,0.7758,Clever
26,026,26 - CHARTIERS,Collier,Bus,2017-09-01,201709,SUN.,0.7195,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7461,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2017-09-01,201709,SAT.,0.7375,Clever
27,027,27 - FAIRYWOOD,Collier,Bus,2017-09-01,201709,SUN.,0.7088,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-09-01,201709,WEEKDAY,0.5541,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-09-01,201709,SAT.,0.6143,Clever
28X,028X,28X - AIRPORT FLYER,East Liberty,Bus,2017-09-01,201709,SUN.,0.6832,Clever
29,029,29 - ROBINSON,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6173,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6725,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-09-01,201709,SAT.,0.6672,Clever
31,031,31 - BRIDGEVILLE,Collier,Bus,2017-09-01,201709,SUN.,0.7725,Clever
36,036,36 - BANKSVILLE,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6522,Clever
38,038,38 - GREEN TREE,Collier,Bus,2017-09-01,201709,WEEKDAY,0.622,Clever
38,038,38 - GREEN TREE,Collier,Bus,2017-09-01,201709,SAT.,0.6388,Clever
38,038,38 - GREEN TREE,Collier,Bus,2017-09-01,201709,SUN.,0.6818,Clever
39,039,39 - BROOKLINE,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7925,Clever
39,039,39 - BROOKLINE,Collier,Bus,2017-09-01,201709,SAT.,0.7069,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7606,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-09-01,201709,SAT.,0.7188,Clever
40,040,40 - MOUNT WASHINGTON,Collier,Bus,2017-09-01,201709,SUN.,0.8239,Clever
41,041,41 - BOWER HILL,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7153,Clever
41,041,41 - BOWER HILL,Collier,Bus,2017-09-01,201709,SAT.,0.6507,Clever
41,041,41 - BOWER HILL,Collier,Bus,2017-09-01,201709,SUN.,0.64,Clever
43,043,43 - BAILEY,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6248,Clever
43,043,43 - BAILEY,Collier,Bus,2017-09-01,201709,SAT.,0.6047,Clever
43,043,43 - BAILEY,Collier,Bus,2017-09-01,201709,SUN.,0.5967,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-09-01,201709,WEEKDAY,0.7407,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-09-01,201709,SAT.,0.7525,Clever
44,044,44 - VIA KNOXVILLE,Collier,Bus,2017-09-01,201709,SUN.,0.7792,Clever
48,048,48 - ARLINGTON,Collier,Bus,2017-09-01,201709,WEEKDAY,0.6738,Clever
48,048,48 - ARLINGTON,Collier,Bus,2017-09-01,201709,SAT.,0.633,Clever
48,048,48 - ARLINGTON,Collier,Bus,2017-09-01,201709,SUN.,0.7058,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.6464,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2017-09-01,201709,SAT.,0.6257,Clever
51,051,51 - CARRICK,West Mifflin,Bus,2017-09-01,201709,SUN.,0.5714,Clever
51L,051L,51L - CARRICK LIMITED,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.6784,Clever
52L,052L,52L - HOMEVILLE LIMITED,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.5857,Clever
53L,053L,53L - HOMESTEAD PARK LIMITED,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.5705,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-09-01,201709,WEEKDAY,0.6499,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-09-01,201709,SAT.,0.5891,Clever
54,054,54 - NORTH SIDE-OAKLAND-SOUTH SIDE,Ross,Bus,2017-09-01,201709,SUN.,0.6755,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.7257,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-09-01,201709,SAT.,0.682,Clever
55,055,55 - GLASSPORT,West Mifflin,Bus,2017-09-01,201709,SUN.,0.7176,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.5912,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-09-01,201709,SAT.,0.6834,Clever
56,056,56 - LINCOLN PLACE,West Mifflin,Bus,2017-09-01,201709,SUN.,0.6717,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.5852,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-09-01,201709,SAT.,0.4613,Clever
57,057,57 - HAZELWOOD,West Mifflin,Bus,2017-09-01,201709,SUN.,0.6696,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2017-09-01,201709,WEEKDAY,0.3682,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2017-09-01,201709,SAT.,0.5859,Clever
58,058,58 - GREENFIELD,East Liberty,Bus,2017-09-01,201709,SUN.,0.5469,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.6282,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-09-01,201709,SAT.,0.6754,Clever
59,059,59 - MON VALLEY,West Mifflin,Bus,2017-09-01,201709,SUN.,0.6838,Clever
60,060,60 - MCKEESPORT - WALNUT,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.8874,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.4793,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-09-01,201709,SAT.,0.5194,Clever
61A,061A,61A - NORTH BRADDOCK,West Mifflin,Bus,2017-09-01,201709,SUN.,0.5476,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.4891,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-09-01,201709,SAT.,0.4662,Clever
61B,061B,61B - BRADDOCK-SWISSVALE,West Mifflin,Bus,2017-09-01,201709,SUN.,0.6083,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.5631,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-09-01,201709,SAT.,0.5123,Clever
61C,061C,61C - MCKEESPORT-HOMESTEAD,West Mifflin,Bus,2017-09-01,201709,SUN.,0.4575,Clever
61D,061D,61D - MURRAY,West Mifflin,Bus,2017-09-01,201709,WEEKDAY,0.5665,Clever
